Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Closest Inertial Long,Pandora Closest True Anomaly,Pandora Distance,Pandora Long,Pandora Earliest Distance,Pandora Earliest Long,Pandora Latest Distance,Pandora Latest Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Closest Inertial Long,Prometheus Closest True Anomaly,Prometheus Distance,Prometheus Long,Prometheus Earliest Distance,Prometheus Earliest Long,Prometheus Latest Distance,Prometheus Latest Long
ISS_268RF_FMOVIE001_PRIME_2,0,451,2017-04-04T04:31:55,149.38,158.54,153.94,144.88,183.83,172.827,123.037,123.254,123.184,21.814,60.607,49.642,6.3827295,6.777562,6.568784,0.0,0.0,0.0,102.696815,104.84544,103.99455,47.91508,50.31353,48.48571,63.28119117,2.51,1.17655844,1.38150818,0.53088611,0.78066373,0.91644433,0.35523736,838.528,20.467,7.934,244.895,--,--,838.53,20.471,1037.455,20.106,698.868,65.252,-167.044,69.266,--,--,955.786,63.527,853.588,64.146
ISS_268RF_FMOVIE001_PRIME_3,0,343,2017-04-04T06:34:35,12.82,19.66,16.24,49.57,97.66,81.15,123.266,123.459,123.398,286.304,334.201,317.752,4.7200413,7.6259356,5.4431534,0.0,0.0,0.0,99.2048,105.77121,101.29664,51.60126,57.0937,53.578228,63.27961931,1.91,1.71445319,1.76266977,0.208906,1.03351573,1.05039196,0.16468495,837.545,14.68,9.377,244.633,--,--,1058.688,20.086,1480.572,19.696,698.869,65.255,-166.772,69.537,--,--,847.056,64.181,750.39,64.725
ISS_272RF_FMOVIE001_PRIME,0,9659,2017-05-01T01:44:27,0.0,359.98,184.5,235.52,245.1,238.385,195.629,196.49,196.049,39.624,49.471,42.336,5.9218273,7.347217,6.264807,0.0,0.0,0.0,133.5643,136.65662,135.12874,72.47775,75.52653,74.008446,63.27121472,53.66,6.24721835,6.39365828,0.99967082,1.74513019,1.76204353,0.29460924,821.2,131.514,78.71,242.362,--,--,2081.118,134.204,913.047,131.272,708.138,209.424,-93.453,69.689,--,--,852.925,206.715,818.04,208.511
ISS_274RF_FMOVIE001_PRIME,0,6312,2017-05-13T13:46:35,0.0,359.98,267.16,233.24,243.77,234.892,229.387,229.922,229.638,3.318,14.383,5.254,6.742183,8.852525,6.925754,0.0,0.0,0.0,138.36314,140.08406,139.2084,76.47431,78.154076,77.28341,63.2696397,35.07,9.08294063,9.36871362,1.30399588,2.02625583,2.06122761,0.29005988,813.563,15.701,111.863,241.416,--,--,1981.265,19.998,1731.274,17.403,711.772,274.96,-60.006,69.877,--,--,965.259,273.037,745.256,274.524
ISS_274RF_FMOVIE002_PRIME,0,13996,2017-05-14T00:07:23,50.5,330.84,190.87,83.8,89.34,85.22,230.551,231.826,231.18,212.322,218.789,214.04,5.847055,9.26524,7.0542912,0.0,0.0,0.0,124.30075,130.2341,127.4948,69.680115,74.29074,72.15415,63.26926629,77.76,4.05855153,4.09639694,1.17672014,1.20044894,1.23787257,0.30633114,813.356,9.911,113.357,241.206,--,--,863.764,15.522,1244.61,10.768,711.611,278.237,-58.337,69.884,852.623,275.52,852.623,275.53,713.76,278.325
ISS_276RI_HIRESAFRG001_PRIME,0,3556,2017-05-28T01:29:31,0.0,359.98,250.43,60.74,235.5,154.363,268.508,268.838,268.671,151.902,326.992,245.691,3.0698972,4.376263,3.6899486,0.0,0.0,0.0,106.06402,120.46378,113.79931,55.721294,59.725403,57.89206,63.2676509,19.76,1.79775839,1.95060151,0.69619495,0.9494524,1.04156967,0.38546745,806.439,242.503,149.645,239.986,--,--,1804.888,247.126,2170.592,245.702,716.202,353.601,-20.045,69.929,--,--,735.212,350.568,872.432,350.94
ISS_277RI_HIRESAFRG001_PRIME,0,1828,2017-06-03T15:40:43,171.62,218.06,195.46,111.59,113.32,112.512,286.307,286.516,286.407,185.168,187.003,186.105,2.3479846,2.8085883,2.5782528,0.0,0.0,0.0,93.17591,99.731514,96.705246,46.595562,50.15029,48.4519,63.2703187,10.16,1.17871176,1.22521264,0.30296826,0.78091543,0.8100569,0.19115738,803.615,184.583,166.262,239.554,--,--,1432.599,185.738,969.764,185.014,718.095,26.366,-3.675,69.671,--,--,811.043,25.501,734.424,26.067
ISS_283RA_COMPLITA2001_CIRS,0,6083,2017-07-12T01:23:07,51.2,174.52,113.23,50.95,99.77,77.749,30.006,30.354,30.189,20.596,69.764,47.56,38.69239,54.339844,42.883022,0.0,0.0,0.0,116.737564,121.113976,119.117836,60.315117,63.838013,62.268707,63.27845796,33.79,1.82224522,1.88160221,0.43062233,0.83887581,0.87429112,0.19760572,790.301,191.204,-92.855,236.437,--,--,2086.426,193.772,1310.503,192.164,730.353,232.796,101.503,70.086,--,--,778.379,229.911,915.984,230.283
ISS_286RI_CASDIVLIT001_CIRS,0,1031,2017-07-31T00:06:19,319.3,340.46,329.89,128.84,131.96,129.635,81.168,81.254,81.206,47.608,50.792,48.428,11.352835,11.834165,11.581776,0.0,0.0,0.0,128.36565,128.87953,128.63322,66.088036,66.53661,66.32982,63.28831113,5.73,2.82959697,2.93441268,0.38347452,1.13593081,1.17856045,0.15780774,783.404,17.347,-42.859,235.284,--,--,2076.374,19.85,1923.003,19.413,735.485,331.098,151.267,69.964,--,--,748.814,330.802,737.18,331.0
ISS_286RI_PROPRETRG001_PRIME,0,71,2017-07-31T01:04:59,252.0,262.4,259.55,77.0,77.49,77.249,81.277,81.324,81.29,355.705,356.201,355.959,6.054418,6.176753,6.127473,0.0,0.0,0.0,128.73015,128.98085,128.91194,68.16578,68.36744,68.310196,63.28611343,0.39,3.02768479,3.07924765,0.27180625,1.11788798,1.13818206,0.10257216,783.406,17.344,-42.592,235.55,--,--,1871.783,19.294,1765.653,19.072,735.485,331.097,151.131,69.829,--,--,735.891,331.051,735.893,331.143
ISS_287RI_COMPLITCD001_CIRS,0,862,2017-08-06T05:17:47,235.54,252.82,244.18,53.54,62.07,59.547,97.953,97.994,97.982,315.546,324.117,321.566,6.0421357,6.5033083,6.118468,0.0,0.0,0.0,133.20691,133.55199,133.34839,71.71723,72.06365,71.852844,63.28859735,4.79,8.30606585,8.02626328,1.62355336,2.58368122,2.50038027,0.50865479,780.92,319.387,-26.174,234.919,--,--,2155.12,323.205,2186.59,323.009,737.675,7.137,169.088,69.496,--,--,738.251,3.911,741.099,3.988
ISS_287RI_PROPRETRG001_PRIME,0,591,2017-08-07T10:03:39,321.26,333.74,327.48,119.52,120.62,120.056,101.189,101.246,101.217,18.329,19.382,18.839,2.0093331,2.140101,2.0742612,0.0,0.0,0.0,90.487305,93.083595,91.81275,38.444824,39.900356,39.180237,63.29212278,3.28,0.87439694,0.88043099,0.08393265,0.67893483,0.68256788,0.06607007,780.048,307.794,-22.688,234.995,--,--,1873.192,312.321,1988.022,312.112,737.874,10.414,170.785,69.53,--,--,740.897,10.279,737.917,10.398
ISS_289RF_FMOVIE001_PRIME,0,17989,2017-08-18T21:23:07,0.0,359.98,179.99,222.15,228.88,224.697,132.166,133.824,132.992,89.882,95.909,91.705,5.322594,7.1421647,6.075434,0.0,0.0,0.0,131.32793,136.96347,134.3444,68.29186,74.13256,71.40419,63.29941341,99.94,4.61133315,5.33136222,1.84948957,1.49498148,1.66872802,0.48210044,774.872,203.456,7.346,234.338,2060.44,205.86,2208.522,206.727,2203.938,201.161,741.321,72.676,-157.381,69.768,--,--,929.475,70.855,930.171,74.12
ISS_292RF_FMOVIE001_PRIME,0,17940,2017-09-06T11:47:07,0.0,359.98,180.0,39.17,48.43,44.563,182.393,184.02,183.209,215.15,225.828,221.354,7.207598,9.082822,7.89169,0.0,0.0,0.0,138.14133,142.22586,140.25114,75.01581,78.931404,77.02224,63.31048407,99.67,9.16252407,9.2417373,2.20234831,1.97199845,2.05299672,0.44467454,764.063,35.348,55.645,233.193,781.49,35.46,781.49,35.462,854.373,29.834,747.481,170.978,-107.699,69.565,928.859,171.88,817.148,170.1,829.424,173.275
ISS_292RI_CASDIVLIT001_CIRS,0,469,2017-09-07T17:20:59,158.3,167.68,162.99,169.55,172.06,171.103,185.717,185.748,185.735,343.802,346.331,345.368,10.446262,10.655235,10.555948,0.0,0.0,0.0,129.90207,130.10948,130.00607,66.874405,67.12424,67.00586,63.31542154,2.61,4.35119864,4.70662833,1.18413361,1.70085464,1.83755185,0.45819772,763.485,23.756,58.73,232.868,--,--,862.951,24.053,823.912,23.979,747.916,177.533,-104.251,69.687,--,--,817.417,176.654,806.548,176.747
ISS_292RI_PROPRETRG001_PRIME,0,757,2017-09-07T21:22:03,310.14,325.36,317.76,63.89,66.86,65.037,186.17,186.227,186.196,237.663,240.69,238.841,5.2134533,5.4130015,5.2866416,0.0,0.0,0.0,129.18452,129.56094,129.378,67.00242,67.3375,67.172485,63.31215807,4.21,3.8300591,3.88562445,0.29276518,1.48630811,1.50749634,0.11434139,763.153,17.96,60.325,232.759,--,--,1190.975,23.223,1333.571,23.103,747.975,180.806,-102.881,69.396,--,--,755.834,177.732,765.778,177.819
